Y,Mes,Dia,Anyo,Hora,Minuto,AgroTemp,AgroHum
13.8,4,26,2021,19,0,11.1,97.3
14.4,4,26,2021,18,50,12.9,97.3
15.0,4,26,2021,18,40,12.9,97.3
16.3,4,26,2021,18,30,12.9,97.3
17.6,4,26,2021,18,20,12.9,97.3
17.7,4,26,2021,18,10,12.9,97.3
20.5,4,26,2021,18,0,12.9,97.3
20.9,4,26,2021,17,50,9.8,97.3
20.3,4,26,2021,17,40,9.8,97.3
23.6,4,26,2021,17,30,9.8,97.3
21.2,4,26,2021,17,20,9.8,97.3
20.9,4,26,2021,17,10,9.8,97.3
18.8,4,26,2021,17,0,9.8,97.3
21.5,4,26,2021,16,50,9.8,97.3
18.2,4,26,2021,16,40,9.8,97.3
21.7,4,26,2021,16,30,9.8,97.3
18.1,4,26,2021,16,20,9.8,97.3
19.1,4,26,2021,16,10,9.8,97.3
17.6,4,26,2021,16,0,9.8,97.3
20.1,4,26,2021,15,50,9.8,97.3
17.6,4,26,2021,15,40,9.8,97.3
19.9,4,26,2021,15,30,9.8,97.3
19.8,4,26,2021,15,20,9.8,97.3
19.2,4,26,2021,15,10,9.8,97.3
20.2,4,26,2021,15,0,9.8,97.3
23.3,4,26,2021,14,50,9.8,97.3
21.9,4,26,2021,14,40,9.8,97.3
21.2,4,26,2021,14,30,9.8,97.3
23.4,4,26,2021,14,20,9.8,97.3
22.9,4,26,2021,14,10,9.8,97.3
25.6,4,26,2021,14,0,9.8,97.3
16.7,4,26,2021,13,50,9.8,97.3
15.2,4,26,2021,13,40,9.8,97.3
15.3,4,26,2021,13,30,9.8,97.3
15.6,4,26,2021,13,20,9.8,97.3
14.9,4,26,2021,13,10,9.8,97.3
14.5,4,26,2021,13,0,9.8,97.3
14.5,4,26,2021,12,50,9.8,97.3
13.9,4,26,2021,12,40,9.8,97.3
14.0,4,26,2021,12,30,9.8,97.3
14.3,4,26,2021,12,20,9.8,97.3
13.8,4,26,2021,12,10,9.8,97.3
13.4,4,26,2021,12,0,9.8,97.3
12.8,4,26,2021,11,50,9.8,97.3
13.0,4,26,2021,11,40,9.8,97.3
12.3,4,26,2021,11,30,9.8,97.3
12.3,4,26,2021,11,20,9.8,97.3
12.2,4,26,2021,11,10,9.8,97.3
12.1,4,26,2021,11,0,9.8,97.3
11.8,4,26,2021,10,50,9.8,97.3
11.6,4,26,2021,10,40,9.8,97.3
11.5,4,26,2021,10,30,9.8,97.3
10.8,4,26,2021,10,20,9.8,97.3
10.8,4,26,2021,10,10,9.8,97.3
10.6,4,26,2021,10,0,9.8,97.3
10.5,4,26,2021,9,50,7.7,97.3
10.4,4,26,2021,9,40,7.7,97.3
10.3,4,26,2021,9,30,7.7,97.3
10.2,4,26,2021,9,20,7.7,97.3
10.0,4,26,2021,9,10,7.7,97.3
9.8,4,26,2021,9,0,7.7,97.3
9.7,4,26,2021,8,50,7.7,97.3
9.8,4,26,2021,8,40,7.7,97.3
9.4,4,26,2021,8,30,7.7,97.3
9.4,4,26,2021,8,20,7.7,97.3
8.9,4,26,2021,8,10,7.7,97.3
9.0,4,26,2021,8,0,7.7,97.3
9.5,4,26,2021,7,50,7.7,97.3
9.7,4,26,2021,7,40,7.7,97.3
9.5,4,26,2021,7,30,7.7,97.3
9.5,4,26,2021,7,20,7.7,97.3
9.3,4,26,2021,7,10,7.7,97.3
8.9,4,26,2021,7,0,7.7,97.3
9.2,4,26,2021,6,50,7.7,97.3
9.1,4,26,2021,6,40,7.7,97.3
9.7,4,26,2021,6,30,7.7,97.3
10.1,4,26,2021,6,20,7.7,97.3
10.3,4,26,2021,6,10,7.7,97.3
10.5,4,26,2021,6,0,7.7,97.3
10.5,4,26,2021,5,50,7.7,97.3
10.5,4,26,2021,5,40,7.7,97.3
10.6,4,26,2021,5,30,7.7,97.3
10.5,4,26,2021,5,20,7.7,97.3
10.5,4,26,2021,5,10,7.7,97.3
10.4,4,26,2021,5,0,7.7,97.3
10.4,4,26,2021,4,50,7.7,97.3
10.2,4,26,2021,4,40,7.7,97.3
9.9,4,26,2021,4,30,7.7,97.3
10.1,4,26,2021,4,20,7.7,97.3
10.1,4,26,2021,4,10,7.7,97.3
9.8,4,26,2021,4,0,7.7,97.3
9.9,4,26,2021,3,50,7.7,97.3
9.8,4,26,2021,3,40,7.7,97.3
9.4,4,26,2021,3,30,7.7,97.3
9.5,4,26,2021,3,20,7.7,97.3
10.1,4,26,2021,3,10,7.7,97.3
9.9,4,26,2021,3,0,7.7,97.3
10.1,4,26,2021,2,50,11.1,97.3
10.1,4,26,2021,2,40,11.1,97.3
10.3,4,26,2021,2,30,11.1,97.3
10.3,4,26,2021,2,20,11.1,97.3
10.8,4,26,2021,2,10,11.1,97.3
10.8,4,26,2021,2,0,11.1,97.3
10.9,4,26,2021,1,50,9.8,97.3
11.1,4,26,2021,1,40,9.8,97.3
11.2,4,26,2021,1,30,9.8,97.3
11.3,4,26,2021,1,20,9.8,97.3
11.6,4,26,2021,1,10,9.8,97.3
11.7,4,26,2021,1,0,9.8,97.3
11.9,4,26,2021,0,50,11.1,97.3
12.0,4,26,2021,0,40,11.1,97.3
12.1,4,26,2021,0,30,11.1,97.3
12.0,4,26,2021,0,20,11.1,97.3
12.0,4,26,2021,0,10,11.1,97.3
12.1,4,26,2021,0,0,11.1,97.3
12.1,4,25,2021,23,50,11.6,97.3
12.1,4,25,2021,23,40,11.6,97.3
12.2,4,25,2021,23,30,11.6,97.3
12.2,4,25,2021,23,20,11.6,97.3
12.2,4,25,2021,23,10,11.6,97.3
12.3,4,25,2021,23,0,11.6,97.3
12.3,4,25,2021,22,50,5.5,97.3
12.3,4,25,2021,22,40,5.5,97.3
12.3,4,25,2021,22,30,5.5,97.3
12.3,4,25,2021,22,20,5.5,97.3
12.3,4,25,2021,22,10,5.5,97.3
12.3,4,25,2021,22,0,5.5,97.3
12.3,4,25,2021,21,50,5.5,97.3
12.4,4,25,2021,21,40,5.5,97.3
12.3,4,25,2021,21,30,5.5,97.3
12.3,4,25,2021,21,20,5.5,97.3
12.3,4,25,2021,21,10,5.5,97.3
12.2,4,25,2021,21,0,5.5,97.3
12.3,4,25,2021,20,50,5.5,97.3
12.5,4,25,2021,20,40,5.5,97.3
12.1,4,25,2021,20,30,5.5,97.3
11.7,4,25,2021,20,20,5.5,97.3
12.1,4,25,2021,20,10,5.5,97.3
11.9,4,25,2021,20,0,5.5,97.3
11.6,4,25,2021,19,50,5.7,97.3
12.1,4,25,2021,19,40,5.7,97.3
12.4,4,25,2021,19,30,5.7,97.3
12.6,4,25,2021,19,20,5.7,97.3
13.5,4,25,2021,19,10,5.7,97.3
14.8,4,25,2021,19,0,5.7,97.3
16.2,4,25,2021,18,50,5.7,97.3
19.1,4,25,2021,18,40,5.7,97.3
21.2,4,25,2021,18,30,5.7,97.3
22.2,4,25,2021,18,20,5.7,97.3
22.0,4,25,2021,18,10,5.7,97.3
22.8,4,25,2021,18,0,5.7,97.3
22.5,4,25,2021,17,50,5.7,97.3
22.1,4,25,2021,17,40,5.7,97.3
22.2,4,25,2021,17,30,5.7,97.3
21.0,4,25,2021,17,20,5.7,97.3
19.8,4,25,2021,17,10,5.7,97.3
20.8,4,25,2021,17,0,5.7,97.3
18.6,4,25,2021,16,50,5.7,97.3
18.2,4,25,2021,16,40,5.7,97.3
19.8,4,25,2021,16,30,5.7,97.3
17.9,4,25,2021,16,20,5.7,97.3
19.2,4,25,2021,16,10,5.7,97.3
18.4,4,25,2021,16,0,5.7,97.3
18.8,4,25,2021,15,50,5.7,97.3
18.8,4,25,2021,15,40,5.7,97.3
17.9,4,25,2021,15,30,5.7,97.3
16.5,4,25,2021,15,20,5.7,97.3
18.2,4,25,2021,15,10,5.7,97.3
19.3,4,25,2021,15,0,5.7,97.3
20.3,4,25,2021,14,50,5.7,97.3
20.2,4,25,2021,14,40,5.7,97.3
13.4,4,25,2021,14,30,5.7,97.3
14.6,4,25,2021,14,20,5.7,97.3
15.3,4,25,2021,14,10,5.7,97.3
15.5,4,25,2021,14,0,5.7,97.3
13.9,4,25,2021,13,50,5.7,97.3
12.4,4,25,2021,13,40,5.7,97.3
12.5,4,25,2021,13,30,5.7,97.3
12.0,4,25,2021,13,20,5.7,97.3
12.2,4,25,2021,13,10,5.7,97.3
12.1,4,25,2021,13,0,5.7,97.3
11.9,4,25,2021,12,50,5.7,97.3
12.1,4,25,2021,12,40,5.7,97.3
12.1,4,25,2021,12,30,5.7,97.3
12.1,4,25,2021,12,20,5.7,97.3
10.9,4,25,2021,12,10,5.7,97.3
10.9,4,25,2021,12,0,5.7,97.3
11.0,4,25,2021,11,50,5.7,97.3
11.9,4,25,2021,11,40,5.7,97.3
10.6,4,25,2021,11,30,5.7,97.3
11.3,4,25,2021,11,20,5.7,97.3
10.9,4,25,2021,11,10,5.7,97.3
10.6,4,25,2021,11,0,5.7,97.3
9.7,4,25,2021,10,50,5.7,97.3
9.1,4,25,2021,10,40,5.7,97.3
8.8,4,25,2021,10,30,5.7,97.3
8.6,4,25,2021,10,20,5.7,97.3
7.7,4,25,2021,10,10,5.7,97.3
7.1,4,25,2021,10,0,5.7,97.3
7.3,4,25,2021,9,50,11.6,97.3
6.2,4,25,2021,9,40,11.6,97.3
5.9,4,25,2021,9,30,11.6,97.3
5.4,4,25,2021,9,20,11.6,97.3
5.8,4,25,2021,9,10,11.6,97.3
5.3,4,25,2021,9,0,11.6,97.3
5.0,4,25,2021,8,50,11.6,97.3
4.8,4,25,2021,8,40,11.6,97.3
5.3,4,25,2021,8,30,11.6,97.3
5.1,4,25,2021,8,20,11.6,97.3
4.5,4,25,2021,8,10,11.6,97.3
4.5,4,25,2021,8,0,11.6,97.3
4.3,4,25,2021,7,50,11.6,97.3
4.1,4,25,2021,7,40,11.6,97.3
4.1,4,25,2021,7,30,11.6,97.3
4.5,4,25,2021,7,20,11.6,97.3
4.4,4,25,2021,7,10,11.6,97.3
4.3,4,25,2021,7,0,11.6,97.3
4.6,4,25,2021,6,50,11.6,97.3
4.6,4,25,2021,6,40,11.6,97.3
4.9,4,25,2021,6,30,11.6,97.3
4.6,4,25,2021,6,20,11.6,97.3
4.6,4,25,2021,6,10,11.6,97.3
5.0,4,25,2021,6,0,11.6,97.3
5.1,4,25,2021,5,50,11.6,97.3
5.1,4,25,2021,5,40,11.6,97.3
5.1,4,25,2021,5,30,11.6,97.3
5.1,4,25,2021,5,20,11.6,97.3
5.3,4,25,2021,5,10,11.6,97.3
5.2,4,25,2021,5,0,11.6,97.3
5.2,4,25,2021,4,50,11.6,97.3
5.2,4,25,2021,4,40,11.6,97.3
4.9,4,25,2021,4,30,11.6,97.3
4.9,4,25,2021,4,20,11.6,97.3
4.9,4,25,2021,4,10,11.6,97.3
5.5,4,25,2021,4,0,11.6,97.3
5.8,4,25,2021,3,50,11.6,97.3
6.0,4,25,2021,3,40,11.6,97.3
5.8,4,25,2021,3,30,11.6,97.3
5.8,4,25,2021,3,20,11.6,97.3
5.6,4,25,2021,3,10,11.6,97.3
5.8,4,25,2021,3,0,11.6,97.3
6.1,4,25,2021,2,50,5.5,97.3
6.1,4,25,2021,2,40,5.5,97.3
6.5,4,25,2021,2,30,5.5,97.3
6.4,4,25,2021,2,20,5.5,97.3
5.9,4,25,2021,2,10,5.5,97.3
5.9,4,25,2021,2,0,5.5,97.3
6.1,4,25,2021,1,50,5.7,97.3
6.2,4,25,2021,1,40,5.7,97.3
6.2,4,25,2021,1,30,5.7,97.3
6.2,4,25,2021,1,20,5.7,97.3
6.2,4,25,2021,1,10,5.7,97.3
6.3,4,25,2021,1,0,5.7,97.3
6.6,4,25,2021,0,50,6.3,97.3
6.9,4,25,2021,0,40,6.3,97.3
6.8,4,25,2021,0,30,6.3,97.3
7.2,4,25,2021,0,20,6.3,97.3
7.2,4,25,2021,0,10,6.3,97.3
7.2,4,25,2021,0,0,6.3,97.3
7.0,4,24,2021,23,50,4.4,97.3
7.4,4,24,2021,23,40,4.4,97.3
7.9,4,24,2021,23,30,4.4,97.3
8.2,4,24,2021,23,20,4.4,97.3
8.3,4,24,2021,23,10,4.4,97.3
8.2,4,24,2021,23,0,4.4,97.3
8.3,4,24,2021,22,50,4.4,97.3
8.2,4,24,2021,22,40,4.4,97.3
8.2,4,24,2021,22,30,4.4,97.3
8.0,4,24,2021,22,20,4.4,97.3
8.2,4,24,2021,22,10,4.4,97.3
8.1,4,24,2021,22,0,4.4,97.3
8.1,4,24,2021,21,50,4.4,97.3
7.0,4,24,2021,21,40,4.4,97.3
7.6,4,24,2021,21,30,4.4,97.3
7.9,4,24,2021,21,20,4.4,97.3
8.8,4,24,2021,21,10,4.4,97.3
8.1,4,24,2021,21,0,4.4,97.3
8.3,4,24,2021,20,50,4.4,97.3
9.7,4,24,2021,20,40,4.4,97.3
10.2,4,24,2021,20,30,4.4,97.3
10.2,4,24,2021,20,20,4.4,97.3
10.4,4,24,2021,20,10,4.4,97.3
10.7,4,24,2021,20,0,4.4,97.3
11.1,4,24,2021,19,50,5.3,97.3
11.6,4,24,2021,19,40,5.3,97.3
11.8,4,24,2021,19,30,5.3,97.3
11.4,4,24,2021,19,20,5.3,97.3
13.8,4,24,2021,19,10,5.3,97.3
15.1,4,24,2021,19,0,5.3,97.3
16.6,4,24,2021,18,50,5.3,97.3
17.0,4,24,2021,18,40,5.3,97.3
17.1,4,24,2021,18,30,5.3,97.3
17.6,4,24,2021,18,20,5.3,97.3
17.8,4,24,2021,18,10,5.3,97.3
18.1,4,24,2021,18,0,5.3,97.3
18.1,4,24,2021,17,50,5.3,97.3
18.4,4,24,2021,17,40,5.3,97.3
18.2,4,24,2021,17,30,5.3,97.3
18.3,4,24,2021,17,20,5.3,97.3
18.7,4,24,2021,17,10,5.3,97.3
18.6,4,24,2021,17,0,5.3,97.3
17.8,4,24,2021,16,50,5.3,97.3
18.3,4,24,2021,16,40,5.3,97.3
18.0,4,24,2021,16,30,5.3,97.3
25.1,4,24,2021,16,20,5.3,97.3
31.1,4,24,2021,16,19,5.3,97.3
38.3,4,24,2021,16,10,5.3,97.3
39.1,4,24,2021,16,0,5.3,97.3
38.5,4,24,2021,15,50,5.3,97.3
37.8,4,24,2021,15,40,5.3,97.3
38.8,4,24,2021,15,30,5.3,97.3
37.6,4,24,2021,15,20,5.3,97.3
37.6,4,24,2021,15,10,5.3,97.3
36.5,4,24,2021,15,0,5.3,97.3
37.5,4,24,2021,14,50,5.3,97.3
36.5,4,24,2021,14,40,5.3,97.3
35.7,4,24,2021,14,30,5.3,97.3
36.0,4,24,2021,14,23,5.3,97.3
34.6,4,24,2021,14,20,5.3,97.3
32.9,4,24,2021,14,10,5.3,97.3
32.0,4,24,2021,14,0,5.3,97.3
29.6,4,24,2021,13,50,5.3,97.3
21.1,4,24,2021,13,40,5.3,97.3
20.7,4,24,2021,13,30,5.3,97.3
20.9,4,24,2021,13,20,5.3,97.3
20.1,4,24,2021,13,10,5.3,97.3
20.0,4,24,2021,13,0,5.3,97.3
19.1,4,24,2021,12,50,5.3,97.3
18.7,4,24,2021,12,40,5.3,97.3
17.4,4,24,2021,12,30,5.3,97.3
17.5,4,24,2021,12,20,5.3,97.3
16.2,4,24,2021,12,10,5.3,97.3
15.4,4,24,2021,12,0,5.3,97.3
15.9,4,24,2021,11,50,5.3,97.3
15.0,4,24,2021,11,40,5.3,97.3
14.0,4,24,2021,11,30,5.3,97.3
13.4,4,24,2021,11,20,5.3,97.3
12.5,4,24,2021,11,10,5.3,97.3
11.7,4,24,2021,11,0,5.3,97.3
11.7,4,24,2021,10,50,5.3,97.3
11.6,4,24,2021,10,40,5.3,97.3
10.7,4,24,2021,10,30,5.3,97.3
10.0,4,24,2021,10,20,5.3,97.3
9.5,4,24,2021,10,10,5.3,97.3
9.7,4,24,2021,10,0,5.3,97.3
9.0,4,24,2021,9,50,6.8,97.3
8.9,4,24,2021,9,40,6.8,97.3
8.4,4,24,2021,9,30,6.8,97.3
8.0,4,24,2021,9,20,6.8,97.3
7.7,4,24,2021,9,10,6.8,97.3
7.1,4,24,2021,9,0,6.8,97.3
6.7,4,24,2021,8,50,5.9,97.3
6.5,4,24,2021,8,40,5.9,97.3
6.3,4,24,2021,8,30,5.9,97.3
6.5,4,24,2021,8,20,5.9,97.3
6.6,4,24,2021,8,10,5.9,97.3
6.8,4,24,2021,8,0,5.9,97.3
6.9,4,24,2021,7,50,5.9,97.3
6.9,4,24,2021,7,40,5.9,97.3
6.9,4,24,2021,7,30,5.9,97.3
7.0,4,24,2021,7,20,5.9,97.3
6.8,4,24,2021,7,10,5.9,97.3
6.8,4,24,2021,7,0,5.9,97.3
6.9,4,24,2021,6,50,5.8,97.3
6.9,4,24,2021,6,40,5.8,97.3
6.6,4,24,2021,6,30,5.8,97.3
6.5,4,24,2021,6,20,5.8,97.3
6.3,4,24,2021,6,10,5.8,97.3
6.5,4,24,2021,6,0,5.8,97.3
6.6,4,24,2021,5,50,5.4,97.3
6.4,4,24,2021,5,40,5.4,97.3
6.1,4,24,2021,5,30,5.4,97.3
6.2,4,24,2021,5,20,5.4,97.3
6.2,4,24,2021,5,10,5.4,97.3
5.9,4,24,2021,5,0,5.4,97.3
5.7,4,24,2021,4,50,5.2,97.3
5.8,4,24,2021,4,40,5.2,97.3
5.6,4,24,2021,4,30,5.2,97.3
5.0,4,24,2021,4,20,5.2,97.3
4.5,4,24,2021,4,10,5.2,97.3
3.2,4,24,2021,4,0,5.2,97.3
2.4,4,24,2021,3,50,4.7,97.3
5.0,4,24,2021,3,40,4.7,97.3
5.2,4,24,2021,3,30,4.7,97.3
6.0,4,24,2021,3,20,4.7,97.3
6.2,4,24,2021,3,10,4.7,97.3
5.2,4,24,2021,3,0,4.7,97.3
5.2,4,24,2021,2,50,4.4,97.3
5.4,4,24,2021,2,40,4.4,97.3
5.6,4,24,2021,2,30,4.4,97.3
5.5,4,24,2021,2,20,4.4,97.3
4.4,4,24,2021,2,10,4.4,97.3
4.3,4,24,2021,2,0,4.4,97.3
4.6,4,24,2021,1,50,5.3,97.3
4.6,4,24,2021,1,40,5.3,97.3
3.4,4,24,2021,1,30,5.3,97.3
4.2,4,24,2021,1,20,5.3,97.3
4.2,4,24,2021,1,10,5.3,97.3
5.0,4,24,2021,1,0,5.3,97.3
4.6,4,24,2021,0,50,6.1,97.3
2.4,4,24,2021,0,40,6.1,97.3
2.5,4,24,2021,0,30,6.1,97.3
3.8,4,24,2021,0,20,6.1,97.3
3.9,4,24,2021,0,10,6.1,97.3
4.1,4,24,2021,0,0,6.1,97.3
3.5,4,23,2021,23,50,7.1,97.3
4.6,4,23,2021,23,40,7.1,97.3
4.2,4,23,2021,23,30,7.1,97.3
3.6,4,23,2021,23,20,7.1,97.3
4.3,4,23,2021,23,10,7.1,97.3
5.3,4,23,2021,23,0,7.1,97.3
5.3,4,23,2021,22,50,8.2,97.3
2.2,4,23,2021,22,40,8.2,97.3
7.7,4,23,2021,22,30,8.2,97.3
8.5,4,23,2021,22,20,8.2,97.3
9.4,4,23,2021,22,10,8.2,97.3
10.2,4,23,2021,22,0,8.2,97.3
9.8,4,23,2021,21,50,9.6,97.3
8.5,4,23,2021,21,40,9.6,97.3
8.4,4,23,2021,21,30,9.6,97.3
8.6,4,23,2021,21,20,9.6,97.3
8.5,4,23,2021,21,10,9.6,97.3
8.3,4,23,2021,21,0,9.6,97.3
8.1,4,23,2021,20,50,9.7,97.3
8.4,4,23,2021,20,40,9.7,97.3
8.5,4,23,2021,20,30,9.7,97.3
8.4,4,23,2021,20,20,9.7,97.3
8.6,4,23,2021,20,10,9.7,97.3
8.2,4,23,2021,20,0,9.7,97.3
9.5,4,23,2021,19,50,10.9,97.3
9.5,4,23,2021,19,40,10.9,97.3
9.3,4,23,2021,19,30,10.9,97.3
8.7,4,23,2021,19,20,10.9,97.3
8.7,4,23,2021,19,10,10.9,97.3
10.3,4,23,2021,19,0,10.9,97.3
12.8,4,23,2021,18,50,12.7,97.3
15.0,4,23,2021,18,40,12.7,97.3
14.4,4,23,2021,18,30,12.7,97.3
15.5,4,23,2021,18,20,12.7,97.3
16.1,4,23,2021,18,10,12.7,97.3
17.7,4,23,2021,18,0,12.7,97.3
18.4,4,23,2021,17,50,14.6,97.3
17.8,4,23,2021,17,40,14.6,97.3
18.8,4,23,2021,17,30,14.6,97.3
20.4,4,23,2021,17,20,14.6,97.3
20.4,4,23,2021,17,10,14.6,97.3
24.0,4,23,2021,17,0,14.6,97.3
24.6,4,23,2021,16,50,15.1,97.3
22.8,4,23,2021,16,40,15.1,97.3
22.1,4,23,2021,16,30,15.1,97.3
21.4,4,23,2021,16,20,15.1,97.3
21.7,4,23,2021,16,10,15.1,97.3
21.8,4,23,2021,16,0,15.1,97.3
17.1,4,23,2021,15,50,15.2,97.3
19.0,4,23,2021,15,40,15.2,97.3
21.0,4,23,2021,15,30,15.2,97.3
18.4,4,23,2021,15,20,15.2,97.3
21.2,4,23,2021,15,10,15.2,97.3
19.2,4,23,2021,15,0,15.2,97.3
18.2,4,23,2021,14,50,15.1,97.3
16.2,4,23,2021,14,40,15.1,97.3
16.9,4,23,2021,14,30,15.1,97.3
17.0,4,23,2021,14,20,15.1,97.3
19.6,4,23,2021,14,10,15.1,97.3
8.7,4,23,2021,14,0,15.1,97.3
14.2,4,23,2021,13,50,13.9,97.3
13.5,4,23,2021,13,40,13.9,97.3
14.4,4,23,2021,13,30,13.9,97.3
14.9,4,23,2021,13,20,13.9,97.3
16.0,4,23,2021,13,10,13.9,97.3
14.0,4,23,2021,13,0,13.9,97.3
13.2,4,23,2021,12,50,12.9,97.3
11.6,4,23,2021,12,40,12.9,97.3
11.7,4,23,2021,12,30,12.9,97.3
9.0,4,23,2021,12,20,12.9,97.3
6.3,4,23,2021,12,10,12.9,97.3
13.8,4,23,2021,12,0,12.9,97.3
15.5,4,23,2021,11,50,9.8,97.3
14.9,4,23,2021,11,40,9.8,97.3
14.4,4,23,2021,11,30,9.8,97.3
14.9,4,23,2021,11,20,9.8,97.3
12.1,4,23,2021,11,10,9.8,97.3
11.8,4,23,2021,11,0,9.8,97.3
11.4,4,23,2021,10,50,9.8,97.3
11.5,4,23,2021,10,40,9.8,97.3
11.2,4,23,2021,10,30,9.8,97.3
11.6,4,23,2021,10,20,9.8,97.3
11.4,4,23,2021,10,10,9.8,97.3
11.1,4,23,2021,10,0,9.8,97.3
11.1,4,23,2021,9,50,7.1,97.3
11.3,4,23,2021,9,40,7.1,97.3
11.2,4,23,2021,9,30,7.1,97.3
11.0,4,23,2021,9,20,7.1,97.3
10.7,4,23,2021,9,10,7.1,97.3
10.3,4,23,2021,9,0,7.1,97.3
10.2,4,23,2021,8,50,7.1,97.3
10.1,4,23,2021,8,40,7.1,97.3
10.2,4,23,2021,8,30,7.1,97.3
10.2,4,23,2021,8,20,7.1,97.3
10.1,4,23,2021,8,10,7.1,97.3
10.1,4,23,2021,8,0,7.1,97.3
10.1,4,23,2021,7,50,7.1,97.3
10.2,4,23,2021,7,40,7.1,97.3
10.1,4,23,2021,7,30,7.1,97.3
10.0,4,23,2021,7,20,7.1,97.3
10.0,4,23,2021,7,10,7.1,97.3
10.0,4,23,2021,7,0,7.1,97.3
10.1,4,23,2021,6,50,7.1,97.3
10.0,4,23,2021,6,40,7.1,97.3
9.8,4,23,2021,6,30,7.1,97.3
9.9,4,23,2021,6,20,7.1,97.3
9.9,4,23,2021,6,10,7.1,97.3
9.9,4,23,2021,6,0,7.1,97.3
9.9,4,23,2021,5,50,7.1,97.3
9.9,4,23,2021,5,40,7.1,97.3
10.1,4,23,2021,5,30,7.1,97.3
10.0,4,23,2021,5,20,7.1,97.3
10.0,4,23,2021,5,10,7.1,97.3
10.0,4,23,2021,5,0,7.1,97.3
9.9,4,23,2021,4,50,7.1,97.3
9.9,4,23,2021,4,40,7.1,97.3
9.8,4,23,2021,4,30,7.1,97.3
9.8,4,23,2021,4,20,7.1,97.3
9.8,4,23,2021,4,10,7.1,97.3
9.8,4,23,2021,4,0,7.1,97.3
9.8,4,23,2021,3,50,7.1,97.3
9.7,4,23,2021,3,40,7.1,97.3
9.8,4,23,2021,3,30,7.1,97.3
10.0,4,23,2021,3,20,7.1,97.3
10.3,4,23,2021,3,10,7.1,97.3
10.4,4,23,2021,3,0,7.1,97.3
10.3,4,23,2021,2,50,10.9,97.3
10.3,4,23,2021,2,40,10.9,97.3
10.2,4,23,2021,2,30,10.9,97.3
10.2,4,23,2021,2,20,10.9,97.3
10.3,4,23,2021,2,10,10.9,97.3
10.3,4,23,2021,2,0,10.9,97.3
10.0,4,23,2021,1,50,9.8,97.3
10.1,4,23,2021,1,40,9.8,97.3
10.0,4,23,2021,1,30,9.8,97.3
10.2,4,23,2021,1,20,9.8,97.3
10.2,4,23,2021,1,10,9.8,97.3
10.3,4,23,2021,1,0,9.8,97.3
10.2,4,23,2021,0,50,9.9,97.3
10.2,4,23,2021,0,40,9.9,97.3
10.1,4,23,2021,0,30,9.9,97.3
10.1,4,23,2021,0,20,9.9,97.3
9.9,4,23,2021,0,10,9.9,97.3
9.9,4,23,2021,0,0,9.9,97.3
9.8,4,22,2021,23,50,9.5,97.3
9.7,4,22,2021,23,40,9.5,97.3
9.7,4,22,2021,23,30,9.5,97.3
9.8,4,22,2021,23,20,9.5,97.3
9.8,4,22,2021,23,10,9.5,97.3
9.1,4,22,2021,23,0,9.5,97.3
8.7,4,22,2021,22,50,9.1,97.3
9.7,4,22,2021,22,40,9.1,97.3
9.9,4,22,2021,22,30,9.1,97.3
10.1,4,22,2021,22,20,9.1,97.3
9.7,4,22,2021,22,10,9.1,97.3
9.4,4,22,2021,22,0,9.1,97.3
10.0,4,22,2021,21,50,9.4,97.3
10.4,4,22,2021,21,40,9.4,97.3
10.1,4,22,2021,21,30,9.4,97.3
9.7,4,22,2021,21,20,9.4,97.3
9.8,4,22,2021,21,10,9.4,97.3
10.3,4,22,2021,21,0,9.4,97.3
10.8,4,22,2021,20,50,9.6,97.3
10.9,4,22,2021,20,40,9.6,97.3
11.0,4,22,2021,20,30,9.6,97.3
11.0,4,22,2021,20,20,9.6,97.3
11.1,4,22,2021,20,10,9.6,97.3
10.9,4,22,2021,20,0,9.6,97.3
11.4,4,22,2021,19,50,10.1,97.3
10.9,4,22,2021,19,40,10.1,97.3
10.9,4,22,2021,19,30,10.1,97.3
11.6,4,22,2021,19,20,10.1,97.3
12.3,4,22,2021,19,10,10.1,97.3
12.5,4,22,2021,19,0,10.1,97.3
12.9,4,22,2021,18,50,12,97.3
13.4,4,22,2021,18,40,12,97.3
13.8,4,22,2021,18,30,12,97.3
13.9,4,22,2021,18,20,12,97.3
14.2,4,22,2021,18,10,12,97.3
14.8,4,22,2021,18,0,12,97.3
14.8,4,22,2021,17,50,14.1,97.3
18.7,4,22,2021,17,40,14.1,97.3
17.9,4,22,2021,17,30,14.1,97.3
17.0,4,22,2021,17,20,14.1,97.3
17.6,4,22,2021,17,10,14.1,97.3
22.2,4,22,2021,17,0,14.1,97.3
22.7,4,22,2021,16,50,6.5,97.3
20.9,4,22,2021,16,40,6.5,97.3
20.4,4,22,2021,16,30,6.5,97.3
22.4,4,22,2021,16,20,6.5,97.3
22.8,4,22,2021,16,10,6.5,97.3
22.5,4,22,2021,16,0,6.5,97.3
22.8,4,22,2021,15,50,6.5,97.3
24.5,4,22,2021,15,40,6.5,97.3
21.3,4,22,2021,15,30,6.5,97.3
22.1,4,22,2021,15,20,6.5,97.3
22.0,4,22,2021,15,10,6.5,97.3
21.7,4,22,2021,15,0,6.5,97.3
20.7,4,22,2021,14,50,6.5,97.3
24.0,4,22,2021,14,40,6.5,97.3
22.9,4,22,2021,14,30,6.5,97.3
22.8,4,22,2021,14,20,6.5,97.3
